"ppm","intensity"
14.9384618562793,45312
14.9383055670132,-392192
14.938149277747,-189184
14.9379929884808,-419840
14.9378366992147,-1826560
14.9376804099485,-3783168
14.9375241206823,-5019392
14.9373678314161,-5062144
14.93721154215,-4412928
14.9370552528838,-3536128
14.9368989636176,-2380544
14.9367426743515,-946688
14.9365863850853,335616
14.9364300958191,1084416
14.936273806553,1394432
14.9361175172868,1544704
14.9359612280206,1618944
14.9358049387544,1641728
14.9356486494883,1752576
14.9354923602221,1958656
14.9353360709559,1976576
14.9351797816898,1616896
14.9350234924236,1141504
14.9348672031574,987904
14.9347109138913,1259008
14.9345546246251,1667584
14.9343983353589,1840384
14.9342420460927,1576960
14.9340857568266,1046784
14.9339294675604,867840
14.9337731782942,1657600
14.9336168890281,3232512
14.9334605997619,4545536
14.9333043104957,4755712
14.9331480212296,4129280
14.9329917319634,3545088
14.9328354426972,3350784
14.932679153431,3146496
14.9325228641649,2500096
14.9323665748987,1369088
14.9322102856325,-109056
14.9320539963664,-1693696
14.9318977071002,-2904832
14.931741417834,-3381248
14.9315851285679,-3516672
14.9314288393017,-4188672
14.9312725500355,-5554944
14.9311162607693,-6616832
14.9309599715032,-6440704
14.930803682237,-5498112
14.9306473929708,-5239296
14.9304911037047,-6390528
14.9303348144385,-8137472
14.9301785251723,-9065984
14.9300222359062,-8535552
14.92986594664,-6974976
14.9297096573738,-5203712
14.9295533681076,-3854592
14.9293970788415,-3314688
14.9292407895753,-3694848
14.9290845003091,-4546560
14.928928211043,-4851712
14.9287719217768,-3775232
14.9286156325106,-1563136
14.9284593432445,562944
14.9283030539783,1567232
14.9281467647121,1478656
14.9279904754459,1029632
14.9278341861798,766976
14.9276778969136,834560
14.9275216076474,1325824
14.9273653183813,2257664
14.9272090291151,3186688
14.9270527398489,3423488
14.9268964505828,2875904
14.9267401613166,2283264
14.9265838720504,2319616
14.9264275827843,2785280
14.9262712935181,2988800
14.9261150042519,2636032
14.9259587149857,1915904
14.9258024257196,912128
14.9256461364534,-504832
14.9254898471872,-2128640
14.9253335579211,-3240448
14.9251772686549,-3272448
14.9250209793887,-2439168
14.9248646901226,-1469952
14.9247084008564,-823808
14.9245521115902,-361728
14.924395822324,271104
14.9242395330579,1136128
14.9240832437917,1937664
14.9239269545255,2353920
14.9237706652594,2326016
14.9236143759932,2027776
14.923458086727,1652736
14.9233017974609,1312768
14.9231455081947,1112320
14.9229892189285,1176832
14.9228329296623,1525760
14.9226766403962,1971200
14.92252035113,2243584
14.9223640618638,2238720
14.9222077725977,2155264
14.9220514833315,2398720
14.9218951940653,3246592
14.9217389047992,4446720
14.921582615533,5221888
14.9214263262668,4993792
14.9212700370006,4164608
14.9211137477345,3830784
14.9209574584683,4483328
14.9208011692021,5352192
14.920644879936,5409536
14.9204885906698,4693248
14.9203323014036,4060160
14.9201760121375,3835392
14.9200197228713,3494912
14.9198634336051,2784256
14.9197071443389,2320640
14.9195508550728,2646272
14.9193945658066,3340288
14.9192382765404,3669760
14.9190819872743,3651072
14.9189256980081,3726848
14.9187694087419,3725312
14.9186131194758,3041024
14.9184568302096,1848832
14.9183005409434,1304832
14.9181442516772,2225920
14.9179879624111,4120576
14.9178316731449,5792000
14.9176753838787,6433792
14.9175190946126,5904128
14.9173628053464,4505600
14.9172065160802,2920192
14.9170502268141,1939712
14.9168939375479,1750784
14.9167376482817,1739776
14.9165813590155,1410560
14.9164250697494,1173760
14.9162687804832,1719808
14.916112491217,2884608
14.9159562019509,3821568
14.9157999126847,4221696
14.9156436234185,4632576
14.9154873341524,5420800
14.9153310448862,6088704
14.91517475562,6028032
14.9150184663538,5510144
14.9148621770877,5392640
14.9147058878215,6016000
14.9145495985553,6856704
14.9143933092892,7305984
14.914237020023,7411456
14.9140807307568,7618304
14.9139244414907,7952128
14.9137681522245,7790336
14.9136118629583,6613504
14.9134555736922,4826624
14.913299284426,3503872
14.9131429951598,3225856
14.9129867058936,3462400
14.9128304166275,3311360
14.9126741273613,2574848
14.9125178380951,1754112
14.912361548829,1225728
14.9122052595628,962560
14.9120489702966,1057024
14.9118926810305,1913856
14.9117363917643,3617792
14.9115801024981,5464320
14.9114238132319,6454528
14.9112675239658,6131456
14.9111112346996,4808960
14.9109549454334,3201280
14.9107986561673,1956096
14.9106423669011,1291776
14.9104860776349,867840
14.9103297883688,192512
14.9101734991026,-708096
14.9100172098364,-1211392
14.9098609205702,-781056
14.9097046313041,533504
14.9095483420379,2367488
14.9093920527717,4392192
14.9092357635056,6184192
14.9090794742394,7211776
14.9089231849732,7421184
14.9087668957071,7507968
14.9086106064409,8052480
14.9084543171747,8568064
14.9082980279085,7988480
14.9081417386424,6069760
14.9079854493762,3754496
14.90782916011,2090752
14.9076728708439,1296896
14.9075165815777,1051136
14.9073602923115,1198336
14.9072040030454,1839360
14.9070477137792,2980352
14.906891424513,4388352
14.9067351352468,5677568
14.9065788459807,6420736
14.9064225567145,6366464
14.9062662674483,5723648
14.9061099781822,5085184
14.905953688916,4903936
14.9057973996498,5114112
14.9056411103837,5341952
14.9054848211175,5350400
14.9053285318513,5181184
14.9051722425851,4975104
14.905015953319,4785664
14.9048596640528,4550912
14.9047033747866,4185088
14.9045470855205,3702272
14.9043907962543,3209472
14.9042345069881,2751232
14.904078217722,2231808
14.9039219284558,1536256
14.9037656391896,609280
14.9036093499234,-605440
14.9034530606573,-2028800
14.9032967713911,-3098880
14.9031404821249,-2956288
14.9029841928588,-1395200
14.9028279035926,635904
14.9026716143264,1995776
14.9025153250603,2623744
14.9023590357941,3276032
14.9022027465279,4167168
14.9020464572617,4663296
14.9018901679956,4393216
14.9017338787294,3807744
14.9015775894632,3359744
14.9014213001971,2918400
14.9012650109309,2447104
14.9011087216647,2481152
14.9009524323986,3259904
14.9007961431324,4020736
14.9006398538662,3971328
14.9004835646,3504640
14.9003272753339,3564800
14.9001709860677,4130048
14.9000146968015,4318976
14.8998584075354,3907840
14.8997021182692,3688704
14.899545829003,4104448
14.8993895397369,4439552
14.8992332504707,3800576
14.8990769612045,2232576
14.8989206719384,410880
14.8987643826722,-1216256
14.898608093406,-2448128
14.8984518041398,-2928640
14.8982955148737,-2347520
14.8981392256075,-900608
14.8979829363413,918272
14.8978266470752,2889728
14.897670357809,4985600
14.8975140685428,6721280
14.8973577792767,7058176
14.8972014900105,5294336
14.8970452007443,2012160
14.8968889114781,-1111808
14.896732622212,-2644224
14.8965763329458,-2569728
14.8964200436796,-1988864
14.8962637544135,-1685760
14.8961074651473,-1372672
14.8959511758811,-519168
14.895794886615,603136
14.8956385973488,1316096
14.8954823080826,1637888
14.8953260188164,2180096
14.8951697295503,3004160
14.8950134402841,3472384
14.8948571510179,3404800
14.8947008617518,3433472
14.8945445724856,3772672
14.8943882832194,3545088
14.8942319939533,2100224
14.8940757046871,290560
14.8939194154209,-543744
14.8937631261547,-454912
14.8936068368886,-716800
14.8934505476224,-1916928
14.8932942583562,-3225088
14.8931379690901,-3695360
14.8929816798239,-3417088
14.8928253905577,-3049728
14.8926691012916,-2880768
14.8925128120254,-2721792
14.8923565227592,-2266880
14.892200233493,-1262080
14.8920439442269,223232
14.8918876549607,1426176
14.8917313656945,1283072
14.8915750764284,-372736
14.8914187871622,-2347520
14.891262497896,-3232256
14.8911062086299,-2783232
14.8909499193637,-1784576
14.8907936300975,-791552
14.8906373408313,442112
14.8904810515652,2224128
14.890324762299,4027648
14.8901684730328,4680448
14.8900121837667,3506944
14.8898558945005,1199616
14.8896996052343,-645120
14.8895433159682,-990464
14.889387026702,-224000
14.8892307374358,615424
14.8890744481696,1171968
14.8889181589035,1811968
14.8887618696373,2477568
14.8886055803711,2341632
14.888449291105,1005056
14.8882930018388,-548096
14.8881367125726,-809984
14.8879804233065,644096
14.8878241340403,2805504
14.8876678447741,4244736
14.8875115555079,4108288
14.8873552662418,2441472
14.8871989769756,145408
14.8870426877094,-1453312
14.8868863984433,-1559040
14.8867301091771,-583680
14.8865738199109,376320
14.8864175306448,683520
14.8862612413786,469504
14.8861049521124,-7936
14.8859486628462,-739584
14.8857923735801,-1604352
14.8856360843139,-2151680
14.8854797950477,-2048768
14.8853235057816,-1488128
14.8851672165154,-947456
14.8850109272492,-715776
14.8848546379831,-758272
14.8846983487169,-847104
14.8845420594507,-718592
14.8843857701846,-317952
14.8842294809184,9728
14.8840731916522,-234240
14.883916902386,-1126144
14.8837606131199,-2111488
14.8836043238537,-2466816
14.8834480345875,-1895424
14.8832917453214,-707328
14.8831354560552,378368
14.882979166789,635648
14.8828228775229,-190464
14.8826665882567,-1667328
14.8825102989905,-3054592
14.8823540097243,-3919616
14.8821977204582,-4276480
14.882041431192,-4290560
14.8818851419258,-4153344
14.8817288526597,-4130816
14.8815725633935,-4289024
14.8814162741273,-4164352
14.8812599848612,-3183872
14.881103695595,-1517056
14.8809474063288,-61952
14.8807911170626,554752
14.8806348277965,512512
14.8804785385303,227584
14.8803222492641,-152320
14.880165959998,-436480
14.8800096707318,-287488
14.8798533814656,66560
14.8796970921995,-327168
14.8795408029333,-1878528
14.8793845136671,-3520768
14.8792282244009,-3934464
14.8790719351348,-3401984
14.8789156458686,-3463680
14.8787593566024,-4803840
14.8786030673363,-6521856
14.8784467780701,-7660032
14.8782904888039,-8372992
14.8781341995378,-9029120
14.8779779102716,-9058048
14.8778216210054,-7614720
14.8776653317392,-4995584
14.8775090424731,-2525952
14.8773527532069,-1049088
14.8771964639407,-158464
14.8770401746746,959744
14.8768838854084,2398720
14.8767275961422,3494912
14.8765713068761,3722496
14.8764150176099,3359744
14.8762587283437,3186432
14.8761024390775,3565056
14.8759461498114,4028416
14.8757898605452,3967488
14.875633571279,3523840
14.8754772820129,3337728
14.8753209927467,3443968
14.8751647034805,3048960
14.8750084142144,1692672
14.8748521249482,70912
14.874695835682,-788992
14.8745395464158,-769792
14.8743832571497,-518656
14.8742269678835,-395520
14.8740706786173,-267008
14.8739143893512,-215808
14.873758100085,-681472
14.8736018108188,-1717760
14.8734455215527,-2686720
14.8732892322865,-2939648
14.8731329430203,-2409728
14.8729766537541,-1384448
14.872820364488,-145920
14.8726640752218,963584
14.8725077859556,1574400
14.8723514966895,1694720
14.8721952074233,1755392
14.8720389181571,1998336
14.871882628891,2170368
14.8717263396248,2063360
14.8715700503586,1888256
14.8714137610924,1679360
14.8712574718263,794368
14.8711011825601,-1313536
14.8709448932939,-3998208
14.8707886040278,-5803008
14.8706323147616,-6000640
14.8704760254954,-5166336
14.8703197362293,-4139264
14.8701634469631,-3060224
14.8700071576969,-1770240
14.8698508684308,-617216
14.8696945791646,-241920
14.8695382898984,-675584
14.8693820006322,-1136384
14.8692257113661,-861440
14.8690694220999,59392
14.8689131328337,794112
14.8687568435676,668416
14.8686005543014,-83712
14.8684442650352,-526592
14.8682879757691,-44800
14.8681316865029,971776
14.8679753972367,1702144
14.8678191079705,2043392
14.8676628187044,2715392
14.8675065294382,4092928
14.867350240172,5479424
14.8671939509059,5998336
14.8670376616397,5823744
14.8668813723735,5888000
14.8667250831074,6488576
14.8665687938412,6871040
14.866412504575,6342656
14.8662562153088,5210624
14.8660999260427,4300800
14.8659436367765,3992832
14.8657873475103,4124928
14.8656310582442,4491008
14.865474768978,4923392
14.8653184797118,5058048
14.8651621904457,4569600
14.8650059011795,3674112
14.8648496119133,2983168
14.8646933226471,2750464
14.864537033381,2609152
14.8643807441148,2170880
14.8642244548486,1555200
14.8640681655825,1113088
14.8639118763163,919296
14.8637555870501,825088
14.863599297784,819456
14.8634430085178,985600
14.8632867192516,1150720
14.8631304299854,933632
14.8629741407193,272896
14.8628178514531,-288512
14.8626615621869,-14336
14.8625052729208,1338112
14.8623489836546,3231744
14.8621926943884,4659200
14.8620364051223,4773888
14.8618801158561,3425792
14.8617238265899,1235968
14.8615675373237,-888576
14.8614112480576,-2406400
14.8612549587914,-3358464
14.8610986695252,-4018688
14.8609423802591,-4477184
14.8607860909929,-4608256
14.8606298017267,-4284416
14.8604735124606,-3477760
14.8603172231944,-2256896
14.8601609339282,-906496
14.860004644662,-29952
14.8598483553959,-254464
14.8596920661297,-1590272
14.8595357768635,-3136512
14.8593794875974,-3640576
14.8592231983312,-2502912
14.859066909065,-266496
14.8589106197989,1853696
14.8587543305327,2904576
14.8585980412665,2753792
14.8584417520003,1968128
14.8582854627342,1316352
14.858129173468,1320448
14.8579728842018,2020096
14.8578165949357,2956032
14.8576603056695,3420416
14.8575040164033,2927104
14.8573477271372,1585152
14.857191437871,22016
14.8570351486048,-1096960
14.8568788593387,-1476096
14.8567225700725,-1165056
14.8565662808063,-304640
14.8564099915401,913664
14.856253702274,2038016
14.8560974130078,2348544
14.8559411237416,1359360
14.8557848344755,-611840
14.8556285452093,-2551808
14.8554722559431,-3591680
14.855315966677,-3698176
14.8551596774108,-3414016
14.8550033881446,-3037440
14.8548470988784,-2359040
14.8546908096123,-1272320
14.8545345203461,-278528
14.8543782310799,-25856
14.8542219418138,-483328
14.8540656525476,-970240
14.8539093632814,-1025280
14.8537530740153,-860160
14.8535967847491,-820992
14.8534404954829,-782080
14.8532842062167,-408320
14.8531279169506,249344
14.8529716276844,855296
14.8528153384182,1382144
14.8526590491521,2126336
14.8525027598859,3022080
14.8523464706197,3368192
14.8521901813536,2555648
14.8520338920874,908544
14.8518776028212,-467968
14.851721313555,-658176
14.8515650242889,345856
14.8514087350227,1776128
14.8512524457565,2774528
14.8510961564904,3013120
14.8509398672242,2851328
14.850783577958,2972160
14.8506272886919,3787776
14.8504709994257,5101824
14.8503147101595,6266624
14.8501584208933,6628352
14.8500021316272,5932800
14.849845842361,4519680
14.8496895530948,3165696
14.8495332638287,2546944
14.8493769745625,2704640
14.8492206852963,3139584
14.8490643960302,3507968
14.848908106764,4018432
14.8487518174978,4937472
14.8485955282316,5866240
14.8484392389655,5890816
14.8482829496993,4543232
14.8481266604331,2384384
14.847970371167,479744
14.8478140819008,-592384
14.8476577926346,-1083392
14.8475015033685,-1518080
14.8473452141023,-1969920
14.8471889248361,-1970432
14.8470326355699,-1087232
14.8468763463038,512768
14.8467200570376,2153728
14.8465637677714,3250432
14.8464074785053,3725824
14.8462511892391,3855872
14.8460948999729,3902720
14.8459386107068,3995904
14.8457823214406,4163072
14.8456260321744,4261632
14.8454697429082,3987456
14.8453134536421,3228672
14.8451571643759,2400512
14.8450008751097,2164480
14.8448445858436,2721280
14.8446882965774,3575552
14.8445320073112,4099584
14.8443757180451,4153088
14.8442194287789,4029184
14.8440631395127,3987968
14.8439068502465,4106496
14.8437505609804,4513280
14.8435942717142,5452032
14.843437982448,6922240
14.8432816931819,8389888
14.8431254039157,9089792
14.8429691146495,8672768
14.8428128253834,7425536
14.8426565361172,5820416
14.842500246851,4048128
14.8423439575849,2189824
14.8421876683187,655616
14.8420313790525,45824
14.8418750897863,487424
14.8417188005202,1456640
14.841562511254,2450944
14.8414062219878,3521024
14.8412499327217,4861696
14.8410936434555,6193408
14.8409373541893,7006720
14.8407810649232,7275008
14.840624775657,7386624
14.8404684863908,7350784
14.8403121971246,6599680
14.8401559078585,4807936
14.8399996185923,2534400
14.8398433293261,764672
14.83968704006,73472
14.8395307507938,463872
14.8393744615276,1735680
14.8392181722615,3604480
14.8390618829953,5528320
14.8389055937291,6795776
14.8387493044629,6953984
14.8385930151968,6099712
14.8384367259306,4749056
14.8382804366644,3448576
14.8381241473983,2421760
14.8379678581321,1537024
14.8378115688659,685568
14.8376552795998,172288
14.8374989903336,531712
14.8373427010674,1865728
14.8371864118012,3558400
14.8370301225351,4774656
14.8368738332689,5120000
14.8367175440027,4758272
14.8365612547366,4130816
14.8364049654704,3729920
14.8362486762042,3914752
14.8360923869381,4686080
14.8359360976719,5743360
14.8357798084057,6876928
14.8356235191395,8073728
14.8354672298734,9081344
14.8353109406072,9265920
14.835154651341,8365568
14.8349983620749,7108608
14.8348420728087,6438656
14.8346857835425,6130688
14.8345294942764,4846848
14.8343732050102,1842432
14.834216915744,-1889536
14.8340606264778,-4589824
14.8339043372117,-5510656
14.8337480479455,-5272320
14.8335917586793,-4714496
14.8334354694132,-4040192
14.833279180147,-3195904
14.8331228908808,-2485504
14.8329666016147,-2293248
14.8328103123485,-2403328
14.8326540230823,-2106368
14.8324977338161,-1102848
14.83234144455,51968
14.8321851552838,613888
14.8320288660176,533248
14.8318725767515,374528
14.8317162874853,499200
14.8315599982191,702208
14.831403708953,724224
14.8312474196868,790272
14.8310911304206,1405184
14.8309348411544,2725120
14.8307785518883,4267776
14.8306222626221,5211648
14.8304659733559,5001472
14.8303096840898,3835648
14.8301533948236,2581248
14.8299971055574,2002432
14.8298408162913,1988352
14.8296845270251,1733120
14.8295282377589,732416
14.8293719484927,-644352
14.8292156592266,-1635072
14.8290593699604,-1842688
14.8289030806942,-1401344
14.8287467914281,-759040
14.8285905021619,-494336
14.8284342128957,-959744
14.8282779236296,-1739264
14.8281216343634,-1788672
14.8279653450972,-551168
14.8278090558311,1249024
14.8276527665649,2331392
14.8274964772987,2197248
14.8273401880325,1393920
14.8271838987664,724736
14.8270276095002,701184
14.826871320234,1532416
14.8267150309679,2958592
14.8265587417017,4122880
14.8264024524355,4257280
14.8262461631694,3582976
14.8260898739032,2974208
14.825933584637,2715648
14.8257772953708,2279680
14.8256210061047,1458432
14.8254647168385,919296
14.8253084275723,1246208
14.8251521383062,2120192
14.82499584904,2963968
14.8248395597738,3781120
14.8246832705077,4692992
14.8245269812415,5121536
14.8243706919753,4261120
14.8242144027091,2219776
14.824058113443,-5632
14.8239018241768,-1628672
14.8237455349106,-2543616
14.8235892456445,-2809088
14.8234329563783,-2431488
14.8232766671121,-1857536
14.823120377846,-1961728
14.8229640885798,-3083008
14.8228077993136,-4449280
14.8226515100474,-5007616
14.8224952207813,-4573440
14.8223389315151,-3779328
14.8221826422489,-3095808
14.8220263529828,-2418176
14.8218700637166,-1636864
14.8217137744504,-1107456
14.8215574851843,-1257472
14.8214011959181,-1993728
14.8212449066519,-2828544
14.8210886173857,-3512576
14.8209323281196,-4220672
14.8207760388534,-5091328
14.8206197495872,-5911040
14.8204634603211,-6383104
14.8203071710549,-6442752
14.8201508817887,-6116864
14.8199945925226,-5316864
14.8198383032564,-4051200
14.8196820139902,-2638848
14.819525724724,-1359104
14.8193694354579,-26368
14.8192131461917,1689088
14.8190568569255,3583488
14.8189005676594,4996864
14.8187442783932,5569280
14.818587989127,5481728
14.8184316998609,4934912
14.8182754105947,3941632
14.8181191213285,2801920
14.8179628320623,2187776
14.8178065427962,2371584
14.81765025353,2802944
14.8174939642638,2894848
14.8173376749977,2855936
14.8171813857315,3232000
14.8170250964653,3908352
14.8168688071992,4182528
14.816712517933,3748608
