"ppm","intensity"
9.24390615411327,1024768
9.2437498648471,1074688
9.24359357558093,994048
9.24343728631476,285440
9.24328099704859,-985856
9.24312470778242,-2144768
9.24296841851625,-2460672
9.24281212925008,-1955328
9.24265583998391,-1268480
9.24249955071774,-539136
9.24234326145157,950016
9.2421869721854,3576576
9.24203068291923,6458624
9.24187439365306,8376832
9.24171810438689,9123328
9.24156181512072,9298432
9.24140552585455,9287680
9.24124923658838,9189632
9.24109294732222,9194752
9.24093665805604,9107200
9.24078036878987,7990272
9.24062407952371,5433088
9.24046779025753,2810624
9.24031150099136,1945856
9.2401552117252,2647296
9.23999892245903,2989312
9.23984263319285,2123008
9.23968634392669,1212160
9.23953005466052,1134080
9.23937376539435,904704
9.23921747612818,-573952
9.23906118686201,-2524416
9.23890489759584,-3410176
9.23874860832967,-3191808
9.2385923190635,-3040768
9.23843602979733,-3331840
9.23827974053116,-3397120
9.23812345126499,-3129856
9.23796716199882,-3340288
9.23781087273265,-4197120
9.23765458346648,-4525824
9.23749829420031,-3304448
9.23734200493414,-1098240
9.23718571566797,635648
9.2370294264018,1218560
9.23687313713563,1211904
9.23671684786946,1602560
9.23656055860329,3044864
9.23640426933712,5626624
9.23624798007095,8739584
9.23609169080478,11115264
9.23593540153861,11461376
9.23577911227244,9424128
9.23562282300627,5951744
9.2354665337401,2683136
9.23531024447393,895232
9.23515395520776,815872
9.23499766594159,1676800
9.23484137667542,2380288
9.23468508740925,2304512
9.23452879814308,1683712
9.23437250887691,1273856
9.23421621961074,1595392
9.23405993034457,2413312
9.2339036410784,2913792
9.23374735181223,2410496
9.23359106254606,951552
9.23343477327989,-704768
9.23327848401372,-1721856
9.23312219474755,-1883136
9.23296590548138,-1742336
9.23280961621521,-2024704
9.23265332694904,-2766336
9.23249703768287,-3105280
9.2323407484167,-2100480
9.23218445915053,210432
9.23202816988436,2718464
9.23187188061819,4210688
9.23171559135202,4258816
9.23155930208585,3229952
9.23140301281968,1884672
9.23124672355351,1114368
9.23109043428734,1514496
9.23093414502117,2694400
9.230777855755,3352064
9.23062156648883,2636288
9.23046527722266,1280512
9.23030898795649,778752
9.23015269869032,1582592
9.22999640942415,2808832
9.22984012015798,3682048
9.22968383089181,4371200
9.22952754162564,5150720
9.22937125235947,5633280
9.2292149630933,5421312
9.22905867382713,4888320
9.22890238456096,4617472
9.22874609529479,4482048
9.22858980602862,3959296
9.22843351676245,3099136
9.22827722749628,2510080
9.22812093823011,2503936
9.22796464896394,2819072
9.22780835969778,3135232
9.2276520704316,3358208
9.22749578116543,3468032
9.22733949189927,3591936
9.22718320263309,4198400
9.22702691336692,5723648
9.22687062410075,7927808
9.22671433483458,10020608
9.22655804556841,11451904
9.22640175630224,12214528
9.22624546703608,12413184
9.22608917776991,12051712
9.22593288850373,11353600
9.22577659923757,10847232
9.2256203099714,10873856
9.22546402070522,11210240
9.22530773143906,11239168
9.22515144217289,10332416
9.22499515290671,8236032
9.22483886364055,5539840
9.22468257437438,3689216
9.22452628510821,3895040
9.22436999584204,5791232
9.22421370657587,7662592
9.2240574173097,8280064
9.22390112804353,8109824
9.22374483877736,8453888
9.22358854951119,9830144
9.22343226024502,11571968
9.22327597097885,12622336
9.22311968171268,12231936
9.22296339244651,10184960
9.22280710318034,6976768
9.22265081391417,3754752
9.222494524648,1561344
9.22233823538183,481536
9.22218194611566,-145152
9.22202565684949,-671488
9.22186936758332,-785152
9.22171307831715,-447232
9.22155678905098,-713472
9.22140049978481,-2925312
9.22124421051864,-6911744
9.22108792125247,-10477056
9.2209316319863,-11207680
9.22077534272013,-8842240
9.22061905345396,-5508096
9.22046276418779,-3497984
9.22030647492162,-3185664
9.22015018565545,-3389184
9.21999389638928,-3294720
9.21983760712311,-3258368
9.21968131785694,-3731456
9.21952502859077,-4259328
9.2193687393246,-4020992
9.21921245005843,-2853120
9.21905616079226,-1145856
9.21889987152609,958976
9.21874358225992,3531776
9.21858729299375,6013952
9.21843100372758,7153920
9.21827471446141,6230016
9.21811842519524,4052736
9.21796213592907,2316544
9.2178058466629,1992192
9.21764955739673,2621952
9.21749326813056,3170048
9.21733697886439,3211264
9.21718068959822,3077376
9.21702440033205,3099904
9.21686811106588,3144960
9.21671182179971,2944512
9.21655553253354,2471424
9.21639924326737,1722368
9.2162429540012,456960
9.21608666473503,-1380352
9.21593037546886,-3106048
9.21577408620269,-3721216
9.21561779693652,-3045632
9.21546150767035,-2018048
9.21530521840418,-1646080
9.21514892913801,-1982208
9.21499263987184,-2357760
9.21483635060567,-2277888
9.2146800613395,-1730816
9.21452377207333,-869632
9.21436748280716,113408
9.21421119354099,848128
9.21405490427482,955392
9.21389861500865,500736
9.21374232574248,-4608
9.21358603647631,-215040
9.21342974721014,-400640
9.21327345794397,-1140224
9.2131171686778,-2643712
9.21296087941164,-4507392
9.21280459014546,-6130432
9.21264830087929,-7225856
9.21249201161313,-7834624
9.21233572234696,-7962624
9.21217943308078,-7528704
9.21202314381462,-6779648
9.21186685454845,-6419968
9.21171056528227,-6927104
9.21155427601611,-7866624
9.21139798674994,-8291584
9.21124169748377,-7766528
9.2110854082176,-6567680
9.21092911895143,-4942080
9.21077282968526,-2829824
9.21061654041909,-510976
9.21046025115292,1134592
9.21030396188675,1483520
9.21014767262058,877312
9.20999138335441,81152
9.20983509408824,-557312
9.20967880482207,-1019648
9.2095225155559,-1189376
9.20936622628973,-1110016
9.20920993702356,-1268992
9.20905364775739,-1909248
9.20889735849122,-2332672
9.20874106922505,-1670400
9.20858477995888,-199424
9.20842849069271,936448
9.20827220142654,1329664
9.20811591216037,1777152
9.2079596228942,2935296
9.20780333362803,4258560
9.20764704436186,4658688
9.20749075509569,3676928
9.20733446582952,1677312
9.20717817656335,-621568
9.20702188729718,-2450944
9.20686559803101,-3270656
9.20670930876484,-3200768
9.20655301949867,-2943232
9.2063967302325,-2987008
9.20624044096633,-3100672
9.20608415170016,-2785280
9.20592786243399,-1929728
9.20577157316782,-843776
9.20561528390165,51200
9.20545899463548,401152
9.20530270536931,158464
9.20514641610314,-190720
9.20499012683697,-66048
9.2048338375708,318720
9.20467754830463,-59392
9.20452125903846,-1866752
9.20436496977229,-4625664
9.20420868050612,-7346688
9.20405239123995,-9445376
9.20389610197378,-10681344
9.20373981270761,-10765312
9.20358352344144,-9671936
9.20342723417527,-8033792
9.2032709449091,-6596352
9.20311465564293,-5414656
9.20295836637676,-4019712
9.20280207711059,-2186496
9.20264578784442,-103424
9.20248949857825,1971712
9.20233320931208,3741952
9.20217692004591,4782592
9.20202063077974,4944896
9.20186434151357,4678144
9.2017080522474,4462336
9.20155176298123,4136960
9.20139547371506,3323392
9.20123918444889,2279680
9.20108289518272,1689088
9.20092660591655,1723904
9.20077031665038,1977088
9.20061402738421,2191872
9.20045773811804,2362368
9.20030144885187,2184448
9.2001451595857,1246720
9.19998887031953,-120320
9.19983258105336,-968192
9.19967629178719,-916992
9.19952000252102,-519680
9.19936371325485,-248832
9.19920742398869,96768
9.19905113472251,632576
9.19889484545634,808960
9.19873855619018,135424
9.198582266924,-1105920
9.19842597765783,-2363392
9.19826968839167,-3440896
9.19811339912549,-4073728
9.19795710985932,-3508480
9.19780082059316,-1342464
9.19764453132699,1511680
9.19748824206082,3470336
9.19733195279465,3785984
9.19717566352848,2906112
9.19701937426231,1647104
9.19686308499614,711168
9.19670679572997,751360
9.1965505064638,1927936
9.19639421719763,3257344
9.19623792793146,3243264
9.19608163866529,1553408
9.19592534939912,-499968
9.19576906013295,-1515008
9.19561277086678,-1556480
9.19545648160061,-1731840
9.19530019233444,-2603776
9.19514390306827,-3563776
9.1949876138021,-3658496
9.19483132453593,-2552576
9.19467503526976,-618240
9.19451874600359,1528320
9.19436245673742,3344384
9.19420616747125,4386048
9.19404987820508,4378112
9.19389358893891,3483392
9.19373729967274,2445568
9.19358101040657,2164480
9.1934247211404,2882048
9.19326843187423,3855360
9.19311214260806,4097280
9.19295585334189,3461120
9.19279956407572,2798592
9.19264327480955,2962432
9.19248698554338,3843328
9.19233069627721,4550400
9.19217440701104,4445440
9.19201811774487,3800576
9.1918618284787,3359488
9.19170553921253,3375104
9.19154924994636,3311616
9.19139296068019,2621184
9.19123667141402,1602560
9.19108038214785,1101568
9.19092409288168,1338368
9.19076780361551,1535488
9.19061151434934,1021952
9.19045522508317,242688
9.190298935817,31488
9.19014264655083,90368
9.18998635728466,-930816
9.18983006801849,-3564288
9.18967377875232,-6392064
9.18951748948615,-7346432
9.18936120021998,-5838592
9.18920491095381,-3141376
9.18904862168764,-926720
9.18889233242147,40448
9.1887360431553,-76544
9.18857975388913,-721920
9.18842346462296,-1241344
9.18826717535679,-1165056
9.18811088609062,-616960
9.18795459682445,-246272
9.18779830755828,-451328
9.18764201829211,-844288
9.18748572902594,-777728
9.18732943975977,-268288
9.1871731504936,-35584
9.18701686122743,-681728
9.18686057196126,-2201856
9.18670428269509,-4295424
9.18654799342892,-6685440
9.18639170416275,-8920576
9.18623541489658,-10298880
9.18607912563041,-10416896
9.18592283636424,-9604864
9.18576654709807,-8443904
9.1856102578319,-7012352
9.18545396856574,-5024512
9.18529767929956,-2615296
9.18514139003339,-474112
9.18498510076722,822272
9.18482881150105,1141248
9.18467252223488,423936
9.18451623296871,-1316352
9.18435994370255,-3336704
9.18420365443637,-4180480
9.1840473651702,-3062016
9.18389107590404,-928256
9.18373478663787,530432
9.18357849737169,810496
9.18342220810553,926464
9.18326591883936,1943808
9.18310962957318,3889408
9.18295334030702,6198272
9.18279705104085,8460544
9.18264076177468,10311424
9.18248447250851,11153920
9.18232818324234,10574592
9.18217189397617,8878592
9.18201560471,6852864
9.18185931544383,5141760
9.18170302617766,4019456
9.18154673691149,3448832
9.18139044764532,3052544
9.18123415837915,2356736
9.18107786911298,1476096
9.18092157984681,1319424
9.18076529058064,2634240
9.18060900131447,4990720
9.1804527120483,7137024
9.18029642278213,8224768
9.18014013351596,8231936
9.17998384424979,7394048
9.17982755498362,5958912
9.17967126571745,4581888
9.17951497645128,4178944
9.17935868718511,4950528
9.17920239791894,6010624
9.17904610865277,6416896
9.1788898193866,6266880
9.17873353012043,6390016
9.17857724085426,7209984
9.17842095158809,8271360
9.17826466232192,8707840
9.17810837305575,7899136
9.17795208378958,5933056
9.17779579452341,3803136
9.17763950525724,2888448
9.17748321599107,3743744
9.1773269267249,5478912
9.17717063745873,6702336
9.17701434819256,6896128
9.17685805892639,6424832
9.17670176966022,5501952
9.17654548039405,3971840
9.17638919112788,2171904
9.17623290186171,1113088
9.17607661259554,1325568
9.17592032332937,2086400
9.1757640340632,2349824
9.17560774479703,2082816
9.17545145553086,2127616
9.17529516626469,2945280
9.17513887699852,4016640
9.17498258773235,4449024
9.17482629846618,3826688
9.17467000920001,2524416
9.17451371993384,1476864
9.17435743066767,1546496
9.1742011414015,2802944
9.17404485213533,4474368
9.17388856286916,5801984
9.17373227360299,6728448
9.17357598433682,7454464
9.17341969507065,7680000
9.17326340580448,6918144
9.17310711653831,5454080
9.17295082727214,4294400
9.17279453800597,3996672
9.1726382487398,4080128
9.17248195947363,3800832
9.17232567020746,3017984
9.17216938094129,2031872
9.17201309167512,1046528
9.17185680240895,173056
9.17170051314278,-380160
9.17154422387661,-545280
9.17138793461044,-592640
9.17123164534427,-753920
9.1710753560781,-875008
9.17091906681193,-801536
9.17076277754576,-871680
9.1706064882796,-1543424
9.17045019901343,-2606848
9.17029390974725,-3215104
9.17013762048109,-2737408
9.16998133121491,-1254144
9.16982504194874,785408
9.16966875268258,3008768
9.16951246341641,5093888
9.16935617415023,6594048
9.16919988488407,7056128
9.1690435956179,6352384
9.16888730635173,4955136
9.16873101708556,3923968
9.16857472781939,4329472
9.16841843855322,6309632
9.16826214928705,8750848
9.16810586002088,10284288
9.16794957075471,10612736
9.16779328148854,10494976
9.16763699222237,10441984
9.1674807029562,10049024
9.16732441369003,8891392
9.16716812442386,7488768
9.16701183515769,6737920
9.16685554589152,6655232
9.16669925662535,6433536
9.16654296735918,5800704
9.16638667809301,5594368
9.16623038882684,6569984
9.16607409956067,8150784
9.1659178102945,9000704
9.16576152102833,8689152
9.16560523176216,8140288
9.16544894249599,8283136
9.16529265322982,8825344
9.16513636396365,8772352
9.16498007469748,7811072
9.16482378543131,6640896
9.16466749616514,6021120
9.16451120689897,6016512
9.1643549176328,6315776
9.16419862836663,6837760
9.16404233910046,7666688
9.16388604983429,8603392
9.16372976056812,9136128
9.16357347130195,8860160
9.16341718203578,7771904
9.16326089276961,6178304
9.16310460350344,4470272
9.16294831423727,2981888
9.1627920249711,1929472
9.16263573570493,1379328
9.16247944643876,1164544
9.16232315717259,801280
9.16216686790642,-259840
9.16201057864025,-1949184
9.16185428937408,-3248640
9.16169800010791,-3099136
9.16154171084174,-1810944
9.16138542157557,-1028096
9.1612291323094,-1936384
9.16107284304323,-3961088
9.16091655377706,-5680384
9.16076026451089,-6453760
9.16060397524472,-6380032
9.16044768597855,-5140736
9.16029139671238,-2158848
9.16013510744621,1903104
9.15997881818004,4993280
9.15982252891387,5722368
9.1596662396477,4888832
9.15950995038153,4245504
9.15935366111536,4293120
9.15919737184919,4130304
9.15904108258302,3181312
9.15888479331685,2088448
9.15872850405068,1723392
9.15857221478451,2038784
9.15841592551834,2306816
9.15825963625217,2158080
9.158103346986,2021376
9.15794705771983,2593792
9.15779076845366,4001024
9.15763447918749,5517824
9.15747818992132,6241280
9.15732190065516,6141696
9.15716561138898,6237440
9.15700932212281,7448064
9.15685303285665,9437952
9.15669674359047,10930944
9.1565404543243,11037952
9.15638416505814,9899264
9.15622787579196,8166656
9.15607158652579,6395904
9.15591529725963,4952320
9.15575900799346,3905280
9.15560271872729,2841088
9.15544642946112,1283328
9.15529014019495,-506624
9.15513385092878,-1678080
9.15497756166261,-1958400
9.15482127239644,-2031104
9.15466498313027,-2347008
9.15450869386409,-2278144
9.15435240459793,-1208320
9.15419611533176,94976
9.15403982606559,262400
9.15388353679942,-690688
9.15372724753325,-1238016
9.15357095826708,-382464
9.15341466900091,1116928
9.15325837973474,1952768
9.15310209046857,1867008
9.1529458012024,1492480
9.15278951193623,1254912
9.15263322267006,1133568
9.15247693340389,1095168
9.15232064413772,1090048
9.15216435487155,903936
9.15200806560538,600832
9.15185177633921,802048
9.15169548707304,1813760
9.15153919780687,2726912
9.1513829085407,2233600
9.15122661927453,333312
9.15107033000836,-1576448
9.15091404074219,-2413824
9.15075775147602,-2402304
9.15060146220985,-2157056
9.15044517294368,-1691392
9.15028888367751,-907008
9.15013259441134,-336384
9.14997630514517,-573184
9.149820015879,-1303552
9.14966372661283,-1677568
9.14950743734666,-1515520
9.14935114808049,-1473024
9.14919485881432,-1988864
9.14903856954815,-2666752
9.14888228028198,-2859264
9.14872599101581,-2484992
9.14856970174964,-2114304
9.14841341248347,-2476288
9.1482571232173,-3884032
9.14810083395113,-5801472
9.14794454468496,-6940416
9.14778825541879,-6157056
9.14763196615262,-3477504
9.14747567688645,-121600
9.14731938762028,2515456
9.14716309835411,3790848
9.14700680908794,3907072
9.14685051982177,3537152
9.1466942305556,3460608
9.14653794128943,4150784
9.14638165202326,5399296
9.14622536275709,6463488
9.14606907349092,6772736
9.14591278422475,6440448
9.14575649495858,6044928
9.14560020569241,6047488
9.14544391642624,6488832
9.14528762716007,7084032
9.1451313378939,7459328
9.14497504862773,7351808
9.14481875936156,6615552
9.14466247009539,5078784
9.14450618082922,2601984
9.14434989156305,-497152
9.14419360229688,-3277568
9.14403731303071,-4869632
9.14388102376454,-5349120
9.14372473449837,-5491456
9.14356844523221,-5605632
9.14341215596603,-5145600
9.14325586669986,-3746304
9.14309957743369,-2118912
9.14294328816752,-1391360
9.14278699890135,-1797120
9.14263070963518,-2523904
9.14247442036902,-2782208
9.14231813110284,-2574848
9.14216184183667,-2402048
9.14200555257051,-2589440
9.14184926330434,-3007488
9.14169297403816,-3201536
9.141536684772,-2744832
9.14138039550583,-1654016
9.14122410623965,-466688
9.14106781697349,284416
9.14091152770732,584704
9.14075523844115,660992
9.14059894917498,324608
9.14044265990881,-881152
9.14028637064264,-2719744
9.14013008137647,-3971840
9.1399737921103,-3598592
9.13981750284413,-1995776
9.13966121357796,-626432
9.13950492431179,-401664
9.13934863504562,-807680
9.13919234577945,-764928
9.13903605651328,-21760
9.13887976724711,593152
9.13872347798094,167680
9.13856718871477,-1340416
9.1384108994486,-3161600
9.13825461018243,-4462848
9.13809832091626,-4921088
9.13794203165009,-4738304
9.13778574238392,-4347648
9.13762945311775,-4095232
9.13747316385158,-3985920
9.13731687458541,-3682560
9.13716058531924,-2920960
9.13700429605307,-2019584
9.1368480067869,-1765120
9.13669171752073,-2548992
9.13653542825456,-3704064
9.13637913898839,-4016640
9.13622284972222,-3017984
9.13606656045605,-1565696
9.13591027118988,-975616
9.13575398192371,-1712640
9.13559769265754,-3143680
9.13544140339137,-4465152
9.1352851141252,-5468416
9.13512882485903,-6214656
9.13497253559286,-6313216
9.13481624632669,-5054464
9.13465995706052,-2350336
9.13450366779435,855808
9.13434737852818,3399936
9.13419108926201,4941056
9.13403479999584,5951232
9.13387851072967,6840064
9.1337222214635,7475968
9.13356593219733,7592192
9.13340964293116,7318784
9.13325335366499,7110144
9.13309706439882,7296000
9.13294077513265,7831296
9.13278448586648,8378112
9.13262819660031,8551680
9.13247190733414,8184832
9.13231561806797,7401472
9.1321593288018,6388736
9.13200303953563,5215744
9.13184675026946,4110592
9.13169046100329,3773440
9.13153417173712,4864768
9.13137788247095,6980352
9.13122159320478,8607744
9.13106530393861,8551168
9.13090901467244,7179520
9.13075272540627,5878528
9.1305964361401,5449728
9.13044014687393,5501440
9.13028385760776,5295104
9.13012756834159,4692224
9.12997127907542,4181760
9.12981498980925,4360960
9.12965870054308,5483008
9.12950241127691,7182592
9.12934612201074,8545280
9.12918983274457,8749824
9.1290335434784,7760128
9.12887725421223,6150656
9.12872096494607,4288256
9.1285646756799,2114048
9.12840838641372,-212736
9.12825209714756,-2045440
9.12809580788138,-2951680
9.12793951861521,-3236608
9.12778322934905,-3345920
9.12762694008287,-3161600
9.1274706508167,-2444800
9.12731436155054,-1636096
9.12715807228437,-1486592
9.1270017830182,-1981952
9.12684549375203,-2373376
9.12668920448586,-2351360
9.12653291521969,-2419712
9.12637662595352,-2828288
9.12622033668735,-2894336
9.12606404742118,-1965312
9.12590775815501,-487168
9.12575146888884,620032
9.12559517962267,1292800
9.1254388903565,2213120
9.12528260109033,3529984
9.12512631182416,4595712
9.12497002255799,5089536
9.12481373329182,5495552
9.12465744402565,6055168
9.12450115475948,6062592
9.12434486549331,4897280
9.12418857622714,3174656
9.12403228696097,2022656
9.1238759976948,1531392
9.12371970842863,837632
9.12356341916246,-312576
9.12340712989629,-1031680
9.12325084063012,-540928
9.12309455136395,816896
9.12293826209778,2170112
9.12278197283161,3062016
9.12262568356544,3432448
9.12246939429927,3324416
9.1223131050331,3155968
9.12215681576693,3688704
9.12200052650076,5006848
9.12184423723459,5963264
9.12168794796842,5463808
9.12153165870225,4041472
9.12137536943608,3313152
9.12121908016991,4014592
9.12106279090374,5467392
9.12090650163757,6935296
9.1207502123714,8386560
9.12059392310523,9636864
9.12043763383906,9874944
9.12028134457289,8807936
9.12012505530672,7494912
9.11996876604055,7138048
9.11981247677438,7538432
9.11965618750821,7671552
9.11949989824204,7472896
9.11934360897587,8001024
9.1191873197097,9723648
9.11903103044353,11512064
9.11887474117736,11694336
9.11871845191119,9669120
9.11856216264502,6315008
9.11840587337885,3253504
9.11824958411268,1801728
9.11809329484651,2095360
9.11793700558034,2961408
9.11778071631417,3030528
9.117624427048,2186752
9.11746813778183,1593344
9.11731184851566,2173440
9.11715555924949,3525632
9.11699926998332,4535040
9.11684298071715,4527872
9.11668669145098,3528704
9.11653040218481,1979136
9.11637411291864,765952
9.11621782365247,1044480
9.1160615343863,3209472
9.11590524512013,6118912
9.11574895585396,7964160
9.11559266658779,7942144
9.11543637732162,6606848
9.11528008805545,4734464
9.11512379878928,2618112
9.11496750952312,622848
9.11481122025694,-363776
9.11465493099077,348672
9.11449864172461,2376192
9.11434235245843,4507392
9.11418606319226,5666304
9.1140297739261,5393408
9.11387348465993,3727872
9.11371719539375,1128704
9.11356090612759,-1524224
9.11340461686142,-3262208
9.11324832759525,-3554816
9.11309203832907,-2494976
9.11293574906291,-584448
9.11277945979674,1527552
9.11262317053056,3245056
9.1124668812644,4238336
9.11231059199823,4469248
9.11215430273206,3917568
9.11199801346589,2466048
9.11184172419972,253440
9.11168543493355,-2052864
9.11152914566738,-3708160
9.11137285640121,-4560896
9.11121656713504,-4899072
9.11106027786887,-4645120
9.1109039886027,-3200256
9.11074769933653,-371456
9.11059141007036,2910976
9.11043512080419,5251840
9.11027883153802,6124288
9.11012254227185,6240256
9.10996625300568,6586624
9.10980996373951,7389952
9.10965367447334,8123648
9.10949738520717,8245504
9.109341095941,7632640
9.10918480667483,6400256
9.10902851740866,4677632
9.10887222814249,2733568
9.10871593887632,1068544
9.10855964961015,41472
9.10840336034398,-555520
9.10824707107781,-1231360
9.10809078181164,-2015488
9.10793449254547,-2279936
9.1077782032793,-1577472
9.10762191401313,-394496
9.10746562474696,293120
9.10730933548079,72960
9.10715304621462,-731136
9.10699675694845,-1882112
9.10684046768228,-3611904
9.10668417841611,-5876480
9.10652788914994,-7690240
9.10637159988377,-7781120
9.1062153106176,-5872640
9.10605902135143,-2967552
9.10590273208526,-411648
9.10574644281909,1004288
9.10559015355292,1119488
9.10543386428675,150528
9.10527757502058,-1412608
9.10512128575441,-3042048
9.10496499648824,-4587520
9.10480870722207,-6216704
9.1046524179559,-7710720
9.10449612868973,-8189184
9.10433983942356,-7026432
9.10418355015739,-4854016
9.10402726089122,-3080704
9.10387097162505,-2370048
9.10371468235888,-2102528
9.10355839309271,-1484544
9.10340210382654,-632064
9.10324581456037,-192512
9.1030895252942,-304128
9.10293323602803,-428288
9.10277694676186,-48384
9.10262065749569,866816
9.10246436822952,1948160
9.10230807896335,2539520
9.10215178969718,1825536
9.10199550043101,-628992
9.10183921116484,-4300800
9.10168292189868,-7920128
9.1015266326325,-10337280
9.10137034336633,-11047680
9.10121405410016,-10127616
9.10105776483399,-8207616
9.10090147556782,-6479360
9.10074518630165,-6029056
9.10058889703548,-6810880
9.10043260776931,-7705856
9.10027631850314,-7904768
9.10012002923698,-7776256
9.09996373997081,-7971840
9.09980745070463,-8176128
9.09965116143847,-7493888
9.0994948721723,-5926400
9.09933858290612,-4681984
9.09918229363996,-4781568
9.09902600437379,-5876224
9.09886971510761,-6817536
9.09871342584145,-7095808
9.09855713657528,-7240704
9.09840084730911,-7797760
9.09824455804294,-8311040
9.09808826877677,-7659776
9.0979319795106,-5396224
9.09777569024443,-2435584
9.09761940097826,-194560
9.09746311171209,794112
9.09730682244592,1117696
9.09715053317975,1452032
9.09699424391358,1782528
9.09683795464741,1777408
9.09668166538124,1489152
9.09652537611507,1348096
9.0963690868489,1685760
9.09621279758273,2534144
9.09605650831656,3699968
9.09590021905039,4797952
9.09574392978422,5396992
9.09558764051805,5369088
9.09543135125188,4933376
9.09527506198571,4226048
9.09511877271954,3151872
9.09496248345337,1879552
9.0948061941872,1053952
9.09464990492103,1078784
9.09449361565486,1453568
9.09433732638869,1281792
9.09418103712252,277760
9.09402474785635,-1095680
9.09386845859018,-2248192
9.09371216932401,-2792960
9.09355588005784,-2504704
9.09339959079167,-1455104
9.0932433015255,-85504
9.09308701225933,1206528
9.09293072299316,2318336
9.09277443372699,2953984
9.09261814446082,2423040
9.09246185519465,644352
9.09230556592848,-1089024
9.09214927666231,-1344000
9.09199298739614,-406784
9.09183669812997,107008
9.0916804088638,-473344
9.09152411959763,-1078784
9.09136783033146,-668416
9.09121154106529,228864
9.09105525179912,355584
9.09089896253295,-588032
9.09074267326678,-1728000
9.09058638400061,-2086912
9.09043009473444,-1415680
9.09027380546827,-258304
9.0901175162021,502528
9.08996122693593,395008
9.08980493766976,-294656
9.08964864840359,-1210368
9.08949235913742,-2683392
9.08933606987125,-5049856
9.08917978060508,-7387392
9.08902349133891,-8054528
9.08886720207274,-6686208
9.08871091280657,-4548608
9.0885546235404,-2629888
9.08839833427423,-697088
9.08824204500806,1156608
9.08808575574189,1522944
9.08792946647572,-479488
9.08777317720955,-3375616
9.08761688794338,-4765952
9.08746059867721,-4040448
9.08730430941104,-2458368
9.08714802014487,-1111808
9.0869917308787,-189696
9.08683544161254,140288
9.08667915234636,-328704
9.08652286308019,-1019136
9.08636657381403,-1015808
9.08621028454785,-478208
9.08605399528168,-409856
9.08589770601552,-881152
9.08574141674934,-732416
9.08558512748317,600576
9.08542883821701,2137600
9.08527254895084,2734592
9.08511625968467,2420224
9.0849599704185,1767424
9.08480368115233,851456
9.08464739188616,-384000
9.08449110261999,-1394432
9.08433481335382,-1529600
9.08417852408765,-956672
9.08402223482148,-451072
9.08386594555531,-471296
9.08370965628914,-911616
9.08355336702297,-1557248
9.0833970777568,-2275072
9.08324078849063,-2814976
9.08308449922446,-2795520
9.08292820995829,-1981696
9.08277192069212,-477184
9.08261563142595,1348864
9.08245934215978,3121664
9.08230305289361,4718080
9.08214676362744,6196224
9.08199047436127,7392256
9.0818341850951,7840768
9.08167789582893,7349504
9.08152160656276,6366976
9.08136531729659,5435392
9.08120902803042,4595200
9.08105273876425,3758336
9.08089644949808,3239424
9.08074016023191,3238144
9.08058387096574,3191040
9.08042758169957,2518272
9.0802712924334,1716224
9.08011500316723,1630208
9.07995871390106,1811200
9.07980242463489,892672
9.07964613536872,-1220096
9.07948984610255,-2876160
9.07933355683638,-2841856
9.07917726757021,-1739776
9.07902097830404,-788480
9.07886468903787,-377344
9.0787083997717,-671488
9.07855211050553,-2262272
9.07839582123936,-4877312
9.07823953197319,-6429184
9.07808324270702,-4975616
9.07792695344085,-1270528
9.07777066417468,2047744
9.07761437490851,3565312
9.07745808564234,3997952
9.07730179637617,4118016
9.07714550711,3459840
9.07698921784383,1639168
9.07683292857766,-409344
9.07667663931149,-1546240
9.07652035004532,-2024704
9.07636406077915,-2976768
9.07620777151298,-4606720
9.07605148224681,-5775104
9.07589519298064,-5404416
9.07573890371447,-3655168
9.0755826144483,-1523968
9.07542632518213,255232
9.07527003591596,1570816
9.07511374664979,2444544
9.07495745738362,2717952
9.07480116811745,2424064
9.07464487885128,2155264
9.07448858958511,2615296
9.07433230031894,3789312
9.07417601105277,4904960
9.0740197217866,5301504
9.07386343252043,5022208
9.07370714325426,4466944
9.07355085398809,3889408
9.07339456472192,3507200
9.07323827545575,3680256
9.07308198618959,4499968
9.07292569692341,5421312
9.07276940765724,5794560
9.07261311839108,5725952
9.0724568291249,5966080
9.07230053985873,6848512
9.07214425059257,7654400
9.0719879613264,7234816
9.07183167206022,5184512
9.07167538279406,2338304
9.07151909352789,124416
9.07136280426172,-578048
9.07120651499554,36608
9.07105022572938,1263360
9.07089393646321,2724352
9.07073764719703,4378112
9.07058135793087,5871616
9.0704250686647,6434304
9.07026877939853,5590272
9.07011249013236,3628544
9.06995620086619,1231616
9.06979991160002,-998912
9.06964362233385,-2546176
9.06948733306768,-3076864
9.06933104380151,-2910976
9.06917475453534,-2989056
9.06901846526917,-3922432
9.068862176003,-5275648
9.06870588673683,-6086400
9.06854959747066,-5832448
9.06839330820449,-4648704
9.06823701893832,-2982912
9.06808072967215,-1423872
9.06792444040598,-513792
9.06776815113981,-239360
9.06761186187364,84736
9.06745557260747,1025792
9.0672992833413,2290432
9.06714299407513,3072512
9.06698670480896,2847232
9.06683041554279,1536512
9.06667412627662,-642304
9.06651783701045,-2941440
9.06636154774428,-4095232
9.06620525847811,-3360768
9.06604896921194,-1507328
9.06589267994577,-181760
9.0657363906796,-253184
9.06558010141343,-1175040
9.06542381214726,-1836800
