"V1"
1.2792459e-09
1.2702261e-09
1.274134e-09
1.2634288e-09
1.2767968e-09
1.280091e-09
1.2878273e-09
1.2880542e-09
1.2836965e-09
1.2844771e-09
1.2889048e-09
1.2840198e-09
1.2840622e-09
1.2806195e-09
1.2786622e-09
1.2743226e-09
1.2614577e-09
1.2808175e-09
1.2524835e-09
1.2732512e-09
1.2657353e-09
1.2790471e-09
1.2758336e-09
1.2815408e-09
1.2648763e-09
1.2817546e-09
1.2808782e-09
1.2755417e-09
1.2941697e-09
1.2758446e-09
1.2813817e-09
1.2724474e-09
1.2741651e-09
1.2621033e-09
1.2810427e-09
1.2828009e-09
1.272454e-09
1.2798344e-09
1.28599e-09
1.2806214e-09
1.2730894e-09
1.2784465e-09
1.281203e-09
1.2709166e-09
1.2829555e-09
1.281098e-09
1.2690704e-09
1.2689361e-09
1.2741424e-09
1.294709e-09
1.2750916e-09
1.2830201e-09
1.2920491e-09
1.2718983e-09
1.2855393e-09
1.2789145e-09
1.2815057e-09
1.2889792e-09
1.2891407e-09
1.2791557e-09
1.2960325e-09
1.2871241e-09
1.2948109e-09
1.2776114e-09
1.2781718e-09
1.2902264e-09
1.2821414e-09
1.2918966e-09
1.2718095e-09
1.2785271e-09
1.2781701e-09
1.2730939e-09
1.2717933e-09
1.2707439e-09
1.276765e-09
1.2889145e-09
1.294165e-09
1.2790781e-09
1.2740038e-09
1.2760161e-09
1.2657485e-09
1.2626311e-09
1.2840092e-09
1.2870264e-09
1.2794267e-09
1.2879342e-09
1.2871184e-09
1.2765093e-09
1.2814943e-09
1.2820364e-09
1.2969292e-09
1.2775989e-09
1.2752483e-09
1.2750928e-09
1.2712164e-09
1.284863e-09
1.2739888e-09
1.2896008e-09
1.2819854e-09
1.2771741e-09
1.2799586e-09
1.2868926e-09
1.2719247e-09
1.2807628e-09
1.2669647e-09
1.282357e-09
1.2732989e-09
1.2676977e-09
1.2886238e-09
1.2890808e-09
1.2773631e-09
1.2634039e-09
1.2933062e-09
1.2795925e-09
1.2666746e-09
1.2862992e-09
1.2731924e-09
1.2848888e-09
1.2861804e-09
1.2959088e-09
1.2733625e-09
1.2756381e-09
1.292386e-09
1.2822176e-09
1.2807481e-09
1.2736802e-09
1.2767319e-09
1.2754556e-09
1.2672464e-09
1.2821676e-09
1.2707243e-09
1.2753021e-09
1.2803817e-09
1.2850042e-09
1.2793538e-09
1.2788606e-09
1.2681137e-09
1.2844205e-09
1.2845471e-09
1.2823013e-09
1.2794745e-09
1.2721932e-09
1.291056e-09
1.2881195e-09
1.2908449e-09
1.2818899e-09
1.2756444e-09
1.2826741e-09
1.2829793e-09
1.2730813e-09
1.2909976e-09
1.2851393e-09
1.3026953e-09
1.2840401e-09
1.2900159e-09
1.2781244e-09
1.2910389e-09
1.2833249e-09
1.2834583e-09
1.2882882e-09
1.2745076e-09
1.2738732e-09
1.2824321e-09
1.2707904e-09
1.2680715e-09
1.2674592e-09
1.2797371e-09
1.2761562e-09
1.2798422e-09
1.289699e-09
1.2694472e-09
1.2831734e-09
1.27631e-09
1.2796195e-09
1.2855678e-09
1.2746971e-09
1.2926972e-09
1.2593078e-09
1.2821919e-09
1.290204e-09
1.2754403e-09
1.2857865e-09
1.2905863e-09
1.266112e-09
1.2860128e-09
1.2824681e-09
1.2729233e-09
1.2892543e-09
1.2785296e-09
1.2765215e-09
1.275989e-09
1.2805176e-09
1.2737712e-09
1.2859488e-09
1.2759098e-09
1.2794803e-09
1.266566e-09
1.2760204e-09
1.284509e-09
1.2912438e-09
1.2813159e-09
1.2803404e-09
1.2755574e-09
1.2786943e-09
1.2833272e-09
1.2774868e-09
1.2739586e-09
1.2783421e-09
1.2698084e-09
1.2861526e-09
1.2733702e-09
1.2744882e-09
1.2783218e-09
1.2927217e-09
1.2796145e-09
1.2773803e-09
1.2958421e-09
1.2758313e-09
1.2623064e-09
1.2728245e-09
1.2791899e-09
1.2813358e-09
1.2769527e-09
1.2656116e-09
1.2860775e-09
1.2736971e-09
1.2802429e-09
1.2761226e-09
1.2755449e-09
1.3017518e-09
1.2815872e-09
1.2806967e-09
1.2732354e-09
1.2718436e-09
1.2781291e-09
1.2848934e-09
1.2659859e-09
1.2887317e-09
1.2824584e-09
1.2802762e-09
1.2768095e-09
1.2708891e-09
1.27195e-09
1.2758553e-09
1.279383e-09
1.2784759e-09
1.2725284e-09
1.2760186e-09
1.2816533e-09
1.2831912e-09
1.2575843e-09
1.2868996e-09
1.2681184e-09
1.2753438e-09
1.2768134e-09
1.2723501e-09
1.2703071e-09
1.2873794e-09
1.2716789e-09
1.2854054e-09
1.2805555e-09
1.2772059e-09
1.2654356e-09
1.2894162e-09
1.2738549e-09
1.2757516e-09
1.2614578e-09
1.2493964e-09
1.282568e-09
1.2744041e-09
1.2698872e-09
1.2693662e-09
1.2717521e-09
1.2818651e-09
1.286047e-09
1.2734636e-09
1.270866e-09
1.2781481e-09
1.2800386e-09
1.2875367e-09
1.2859339e-09
1.2800129e-09
1.2685445e-09
1.2782426e-09
1.291648e-09
1.2769194e-09
1.2675232e-09
1.2717659e-09
1.2659477e-09
1.2853563e-09
1.2787729e-09
1.2814217e-09
1.2751844e-09
1.2692941e-09
1.2730721e-09
1.2809804e-09
1.2760975e-09
1.2694302e-09
1.2863651e-09
1.287402e-09
1.2836509e-09
1.2699507e-09
1.2664653e-09
1.2773998e-09
1.2789687e-09
1.2895994e-09
1.2637791e-09
1.2779297e-09
1.2893897e-09
1.2876071e-09
1.2867261e-09
1.2836888e-09
1.2849147e-09
1.2840271e-09
1.2779951e-09
1.2789386e-09
1.2902094e-09
1.2770868e-09
1.2729518e-09
1.2757577e-09
1.2720236e-09
1.2866898e-09
1.2747064e-09
1.2876363e-09
1.2834452e-09
1.2634258e-09
1.286483e-09
1.2943819e-09
1.2787074e-09
1.282709e-09
